pedido_id,cod_cliente,product_id,quantidade,dt_pedido
PED0002265,825,PR0005,6,2026-08-01
PED0002266,477,PR0115,4,2026-09-03
PED0002267,382,PR0107,3,2026-08-14
PED0002268,177,PR0019,2,2026-09-10
PED0002269,699,PR0017,6,2026-07-15
PED0002270,202,PR0084,1,2026-06-09
PED0002271,629,PR0002,6,2026-07-22
PED0002272,508,PR0061,2,2026-09-13
PED0002273,451,PR0008,1,2026-08-08
PED0002274,401,PR0064,3,2026-08-13
PED0002275,19,PR0043,1,2026-08-05
PED0002276,925,PR0085,1,2026-08-02
PED0002277,453,PR0106,2,2026-06-07
PED0002278,711,PR0059,5,2026-07-14
PED0002279,693,PR0078,5,2026-06-10
PED0002280,902,PR0073,2,2026-07-06
PED0002281,956,PR0119,4,2026-08-15
PED0002282,334,PR0028,3,2026-08-24
PED0002283,127,PR0029,3,2026-06-24
PED0002284,804,PR0046,3,2026-08-08
PED0002285,262,PR0089,6,2026-06-24
PED0002286,267,PR0104,4,2026-06-22
PED0002287,985,PR0034,4,2026-09-09
PED0002288,571,PR0014,6,2026-08-04
PED0002289,629,PR0074,4,2026-06-21
PED0002290,798,PR0072,1,2026-06-15
PED0002291,417,PR0045,2,2026-06-06
PED0002292,476,PR0023,3,2026-07-23
PED0002293,697,PR0102,1,2026-06-11
PED0002294,811,PR0102,5,2026-08-01
PED0002295,99,PR0090,3,2026-07-16
PED0002296,484,PR0070,1,2026-08-06
PED0002297,668,PR0032,3,2026-06-22
PED0002298,806,PR0049,5,2026-06-16
PED0002299,40,PR0009,6,2026-06-11
PED0002300,631,PR0030,6,2026-06-11
PED0002301,624,PR0055,6,2026-06-08
PED0002302,253,PR0053,4,2026-06-28
PED0002303,693,PR0010,6,2026-08-24
PED0002304,334,PR0115,6,2026-08-03
PED0002305,989,PR0033,4,2026-06-27
PED0002306,414,PR0062,3,2026-09-06
PED0002307,956,PR0056,6,2026-08-19
PED0002308,515,PR0057,3,2026-08-21
PED0002309,658,PR0102,1,2026-09-03
PED0002310,422,PR0090,1,2026-08-18
PED0002311,6,PR0105,4,2026-09-09
PED0002312,540,PR0046,1,2026-07-05
PED0002313,902,PR0032,1,2026-08-29
PED0002314,412,PR0052,2,2026-06-12
PED0002315,419,PR0068,4,2026-07-02
PED0002316,636,PR0041,3,2026-09-02
PED0002317,154,PR0056,4,2026-06-15
PED0002318,476,PR0019,4,2026-07-23
PED0002319,937,PR0071,6,2026-07-06
PED0002320,811,PR0086,2,2026-06-11
PED0002321,538,PR0064,3,2026-06-25
PED0002322,712,PR0105,4,2026-07-27
PED0002323,760,PR0120,2,2026-08-06
PED0002324,506,PR0109,2,2026-08-10
PED0002325,5,PR0012,1,2026-06-14
PED0002326,750,PR0106,2,2026-07-04
PED0002327,326,PR0041,2,2026-06-11
PED0002328,484,PR0055,2,2026-06-01
PED0002329,884,PR0050,2,2026-07-12
PED0002330,331,PR0035,5,2026-08-05
PED0002331,862,PR0106,5,2026-07-09
PED0002332,440,PR0077,4,2026-06-05
PED0002333,314,PR0117,1,2026-06-24
PED0002334,999999,PR0115,5,2026-07-16
PED0002335,629,PR0051,1,2026-07-08
PED0002336,809,PR0088,1,2026-08-26
PED0002337,730,PR0061,4,2026-08-02
PED0002338,126,PR0060,3,2026-09-13
PED0002339,553,PR0089,2,2026-06-19
PED0002340,626,PR0083,6,2026-07-09
PED0002341,417,PR0110,1,2026-06-10
PED0002342,467,PR0093,1,2026-06-03
PED0002343,295,PR0075,4,2026-09-06
PED0002344,222,PR0111,3,2026-07-22
PED0002345,96,PR0013,5,2026-08-09
PED0002346,33,PR0092,1,2026-06-30
PED0002347,161,PR0048,3,2026-06-06
PED0002348,824,PR0052,1,2026-09-02
PED0002349,522,PR0094,1,2026-08-09
PED0002350,585,PR0033,3,2026-08-14
PED0002351,627,PR0107,5,2026-07-27
PED0002352,190,PR0060,1,2026-07-13
PED0002353,899,PR0042,6,2026-07-15
PED0002354,30,PR0040,4,2026-08-20
PED0002355,545,PR0051,3,2026-06-24
PED0002356,804,PR0114,6,2026-07-06
PED0002357,624,PR0013,2,2026-07-03
PED0002358,652,PR0061,2,2026-07-25
PED0002359,937,PR0101,5,2026-09-10
PED0002360,836,PR0057,1,2026-09-05
PED0002361,700,PR0068,6,2026-07-28
PED0002362,807,PR0042,5,2026-06-22
PED0002363,227,PR0017,6,2026-09-07
PED0002364,376,PR0077,3,2026-07-03
PED0002365,999999,PR0111,4,2026-07-08
PED0002366,398,PR0063,6,2026-09-01
PED0002367,345,PR0052,1,2026-06-28
PED0002368,202,PR0016,2,2026-07-19
PED0002369,937,PR0114,3,2026-09-05
PED0002370,930,PR0105,4,2026-07-04
PED0002371,154,PR_INEXISTENTE,5,2026-08-05
PED0002372,813,PR0044,6,2026-06-04
PED0002373,419,PR0076,3,2026-09-13
PED0002374,989,PR0052,2,2026-07-14
PED0002375,779,PR0029,2,2026-08-10
PED0002376,464,PR0025,5,2026-07-23
PED0002377,74,PR0047,3,2026-07-16
PED0002378,412,PR0067,4,2026-07-13
PED0002379,896,PR0015,4,2026-06-02
PED0002380,754,PR0085,5,2026-06-30
PED0002381,520,PR0055,2,2026-07-10
PED0002382,878,PR0106,2,2026-07-09
PED0002383,786,PR0034,5,2026-06-29
PED0002384,309,PR0007,3,2026-08-07
PED0002385,999999,PR0038,5,2026-08-27
PED0002386,1000,PR0117,1,2026-09-02
PED0002387,725,PR0039,2,2026-09-11
PED0002388,506,PR0085,6,2026-08-08
PED0002389,746,PR0102,6,2026-07-14
PED0002390,107,PR0035,1,2026-08-07
PED0002391,999999,PR0078,5,2026-06-14
PED0002392,457,PR0025,1,2026-08-25
PED0002393,795,PR0044,1,2026-07-27
PED0002394,183,PR0036,6,2026-06-18
PED0002395,976,PR0081,1,2026-07-15
PED0002396,646,PR0106,2,2026-07-02
PED0002397,77,PR0031,1,2026-07-07
PED0002398,178,PR0035,4,2026-06-06
PED0002399,887,PR0099,1,2026-06-02
PED0002400,965,PR0056,2,2026-07-07
PED0002401,37,PR0062,2,2026-07-02
PED0002402,265,PR0085,4,2026-09-13
PED0002403,261,PR0017,3,2026-06-28
PED0002404,904,PR0105,2,2026-07-05
PED0002405,216,PR0044,3,2026-09-05
PED0002406,414,PR0080,3,2026-08-30
PED0002407,809,PR0052,3,2026-06-06
PED0002408,960,PR0091,4,2026-06-10
PED0002409,998,PR0074,2,2026-06-10
PED0002410,215,PR0021,3,2026-07-19
PED0002411,280,PR_INEXISTENTE,5,2026-07-31
PED0002412,175,PR0106,2,2026-07-07
PED0002413,127,PR0063,2,2026-06-02
PED0002414,161,PR0034,1,2026-06-22
PED0002415,959,PR0018,5,2026-08-04
PED0002416,172,PR0016,5,2026-07-10
PED0002417,813,PR0111,5,2026-06-13
PED0002418,461,PR0118,2,2026-08-08
PED0002419,760,PR0048,3,2026-08-04
PED0002420,106,PR0025,2,2026-07-22
PED0002421,801,PR0051,5,2026-09-07
PED0002422,999999,PR0017,3,2026-08-28
PED0002423,762,PR0066,3,2026-06-05
PED0002424,222,PR0076,3,2026-09-04
PED0002425,314,PR0119,5,2026-06-06
PED0002426,538,PR0039,5,2026-07-21
PED0002427,33,PR0024,5,2026-09-03
PED0002428,668,PR0017,3,2026-09-12
PED0002429,177,PR0046,5,2026-06-03
PED0002430,485,PR0073,6,2026-06-08
PED0002431,629,PR0008,4,2026-06-26
PED0002432,195,PR_INEXISTENTE,5,2026-06-30
PED0002433,435,PR0056,6,2026-06-30
PED0002434,414,PR0096,6,2026-07-14
PED0002435,96,PR0056,2,2026-07-04
PED0002436,751,PR0019,5,2026-08-01
PED0002437,646,PR0003,3,2026-08-29
PED0002438,985,PR0067,-1,2026-07-28
PED0002439,434,PR0065,3,2026-07-05
PED0002440,306,PR0098,6,2026-07-30
PED0002441,6,PR0106,6,2026-08-05
PED0002442,121,PR0020,5,2026-09-03
PED0002443,697,PR0038,6,2026-09-08
PED0002444,972,PR0025,4,2026-06-30
PED0002445,663,PR0013,5,2026-09-05
PED0002446,377,PR0001,1,2026-08-25
PED0002447,999999,PR0010,2,2026-06-14
PED0002448,801,PR0063,2,2026-07-29
PED0002449,6,PR0019,6,2026-06-16
PED0002450,999999,PR0024,4,2026-07-22
PED0002451,786,PR0015,6,2026-06-05
PED0002452,638,PR0087,3,2026-07-02
PED0002453,500,PR0077,3,2026-08-01
PED0002454,422,PR0116,5,2026-07-02
PED0002455,771,PR0014,4,2026-06-02
PED0002456,423,PR0026,3,2026-07-11
PED0002457,362,PR0055,2,2026-07-27
PED0002458,990,PR0078,4,2026-08-20
PED0002459,730,PR0016,1,2026-06-15
PED0002460,434,PR0026,2,2026-07-21
PED0002461,91,PR0051,1,2026-06-21
PED0002462,263,PR0003,1,2026-06-17
PED0002463,730,PR0048,2,2026-06-13
PED0002464,883,PR0092,1,2026-08-19
PED0002465,398,PR0064,1,2026-09-05
PED0002466,919,PR0053,5,2026-08-09
PED0002467,229,PR0059,2,2026-07-10
PED0002468,490,PR_INEXISTENTE,4,2026-09-08
PED0002469,700,PR0063,1,2026-07-23
PED0002470,730,PR0065,6,2026-07-26
PED0002471,16,PR_INEXISTENTE,2,2026-08-06
PED0002472,467,PR0019,5,2026-08-08
PED0002473,172,PR0012,4,2026-07-22
PED0002474,959,PR0054,5,2026-07-21
PED0002475,760,PR0039,4,2026-07-04
PED0002476,601,PR0025,4,2026-08-11
PED0002477,515,PR0015,5,2026-08-10
PED0002478,463,PR0106,5,2026-07-16
PED0002479,989,PR0074,3,2026-08-14
PED0002480,706,PR0083,6,2026-06-15
PED0002481,845,PR_INEXISTENTE,6,2026-07-14
PED0002482,418,PR_INEXISTENTE,5,2026-09-12
PED0002483,526,PR0075,6,2026-08-17
PED0002484,750,PR0064,1,2026-08-15
PED0002485,563,PR0084,4,2026-08-30
PED0002486,563,PR0081,4,2026-08-03
PED0002487,921,PR0050,-1,2026-08-09
PED0002488,546,PR0094,1,2026-07-21
PED0002489,691,PR0032,5,2026-08-26
PED0002490,229,PR0010,1,2026-08-14
PED0002491,93,PR0110,3,2026-07-25
PED0002492,322,PR0003,5,2026-06-14
PED0002493,227,PR0035,2,2026-08-24
PED0002494,294,PR0014,6,2026-07-05
PED0002495,999999,PR0028,6,2026-07-08
PED0002496,658,PR0048,1,2026-06-14
PED0002497,985,PR0016,2,2026-06-23
PED0002498,388,PR0057,1,2026-06-14
PED0002499,968,PR0112,5,2026-06-11
PED0002500,779,PR0017,6,2026-06-03
PED0002501,557,PR0112,4,2026-07-01
PED0002502,419,PR0050,1,2026-08-19
PED0002503,485,PR0072,2,2026-08-30
PED0002504,858,PR0053,1,2026-06-24
PED0002505,657,PR0038,3,2026-07-15
PED0002506,353,PR0014,5,2026-08-27
PED0002507,511,PR0072,1,2026-08-14
PED0002508,387,PR0110,6,2026-09-03
PED0002509,694,PR0063,2,2026-07-15
PED0002510,216,PR0072,4,2026-06-18
PED0002511,33,PR0078,5,2026-06-16
PED0002512,883,PR0047,4,2026-08-14
PED0002513,932,PR0015,3,2026-06-03
PED0002514,44,PR0061,3,2026-07-19
PED0002515,586,PR0105,3,2026-07-08
PED0002516,233,PR0038,2,2026-09-05
PED0002517,426,PR0105,2,2026-09-13
PED0002518,629,PR0103,5,2026-07-21
PED0002519,646,PR0030,6,2026-07-31
PED0002520,883,PR0070,6,2026-07-10
PED0002521,175,PR0090,2,2026-08-21
PED0002522,415,PR0060,2,2026-07-01
PED0002523,401,PR0084,1,2026-08-18
PED0002524,620,PR0110,2,2026-09-03
PED0002525,734,PR0076,4,2026-06-19
PED0002526,143,PR0101,2,2026-06-24
PED0002527,447,PR0097,5,2026-07-10
PED0002528,972,PR0098,1,2026-08-26
PED0002529,405,PR0103,3,2026-08-07
PED0002530,93,PR0028,2,2026-06-21
PED0002531,405,PR0003,3,2026-07-09
PED0002532,985,PR0019,1,2026-08-07
PED0002533,261,PR0030,3,2026-09-10
PED0002534,451,PR0083,5,2026-07-18
PED0002535,650,PR0062,6,2026-06-08
PED0002536,736,PR0057,2,2026-06-11
PED0002537,280,PR0002,3,2026-06-04
PED0002538,700,PR0083,5,2026-06-14
PED0002539,65,PR0044,3,2026-07-14
PED0002540,127,PR0092,4,2026-06-30
PED0002541,545,PR0014,3,2026-07-02
PED0002542,994,PR0036,6,2026-08-20
PED0002543,921,PR0007,4,2026-07-21
PED0002544,398,PR0035,6,2026-08-16
PED0002545,183,PR0111,5,2026-07-27
PED0002546,43,PR0059,3,2026-06-22
PED0002547,700,PR0053,2,2026-09-08
PED0002548,309,PR0033,1,2026-07-21
PED0002549,730,PR0032,4,2026-08-27
PED0002550,42,PR0081,5,2026-06-11
PED0002551,191,PR0119,3,2026-08-29
PED0002552,294,PR0090,1,2026-08-15
PED0002553,942,PR0089,5,2026-06-27
PED0002554,725,PR0057,2,2026-08-23
PED0002555,938,PR0012,4,2026-08-17
PED0002556,845,PR0087,1,2026-09-02
PED0002557,45,PR0098,1,2026-06-23
PED0002558,667,PR0062,6,2026-09-02
PED0002559,99,PR0011,5,2026-08-20
PED0002560,856,PR0086,1,2026-07-06
PED0002561,679,PR0111,1,2026-07-07
PED0002562,366,PR0027,3,2026-06-27
PED0002563,109,PR0020,5,2026-07-21
PED0002564,91,PR0089,3,2026-09-03
PED0002565,66,PR0040,6,2026-08-27
PED0002566,778,PR0086,4,2026-06-16
PED0002567,699,PR0085,4,2026-06-14
PED0002568,194,PR0032,2,2026-06-07
PED0002569,520,PR0006,5,2026-08-04
PED0002570,213,PR0067,6,2026-07-03
PED0002571,583,PR0049,1,2026-08-19
PED0002572,362,PR0103,5,2026-08-19
PED0002573,836,PR0043,6,2026-06-21
PED0002574,624,PR0030,3,2026-08-12
PED0002575,181,PR0104,5,2026-08-20
PED0002576,509,PR0089,3,2026-09-12
PED0002577,776,PR0075,2,2026-08-15
PED0002578,435,PR0115,5,2026-07-08
PED0002579,461,PR0094,2,2026-09-13
PED0002580,570,PR0104,5,2026-06-29
PED0002581,708,PR0096,2,2026-08-24
PED0002582,629,PR0049,3,2026-07-10
PED0002583,762,PR0008,5,2026-09-07
PED0002584,412,PR0073,3,2026-08-22
PED0002585,317,PR0092,5,2026-08-02
PED0002586,698,PR0120,1,2026-06-23
PED0002587,197,PR0082,1,2026-06-20
PED0002588,334,PR0069,1,2026-09-08
PED0002589,686,PR0070,2,2026-08-24
PED0002590,30,PR0014,1,2026-07-24
PED0002591,850,PR0001,3,2026-09-01
PED0002592,545,PR0006,1,2026-08-22
PED0002593,629,PR0109,5,2026-07-11
PED0002594,845,PR0095,1,2026-08-26
PED0002595,792,PR0032,6,2026-08-23
PED0002596,960,PR0051,6,2026-07-21
PED0002597,2,PR0059,5,2026-06-03
PED0002598,739,PR0030,5,2026-08-17
PED0002599,786,PR0051,5,2026-07-06
PED0002600,999999,PR0042,6,2026-07-09
PED0002601,825,PR0084,4,2026-08-14
PED0002602,999999,PR0091,4,2026-08-25
PED0002603,107,PR0012,3,2026-06-10
PED0002604,627,PR0056,4,2026-08-26
PED0002605,922,PR0119,3,2026-07-01
PED0002606,636,PR0105,1,2026-07-30
PED0002607,956,PR0096,6,2026-08-31
PED0002608,509,PR0089,5,2026-06-23
PED0002609,7,PR0001,5,2026-06-24
PED0002610,884,PR0117,2,2026-09-10
PED0002611,613,PR0089,5,2026-07-10
PED0002612,855,PR0107,4,2026-09-08
PED0002613,248,PR0110,1,2026-07-08
PED0002614,331,PR0031,6,2026-08-05
PED0002615,212,PR0002,6,2026-07-24
PED0002616,516,PR0080,6,2026-09-12
PED0002617,31,PR0056,3,2026-07-28
PED0002618,463,PR0003,2,2026-07-23
PED0002619,33,PR0033,1,2026-07-19
PED0002620,260,PR0119,5,2026-07-10
PED0002621,274,PR0044,6,2026-07-17
PED0002622,668,PR0032,1,2026-07-19
PED0002623,641,PR0079,5,2026-08-20
PED0002624,317,PR0080,1,2026-06-05
PED0002625,7,PR0040,5,2026-07-23
PED0002626,446,PR0102,1,2026-07-28
PED0002627,180,PR0070,6,2026-08-19
PED0002628,165,PR0020,2,2026-08-09
PED0002629,461,PR0039,3,2026-07-16
PED0002630,635,PR0102,5,2026-06-12
PED0002631,563,PR0011,6,2026-07-10
PED0002632,884,PR0002,3,2026-06-27
PED0002633,557,PR0079,6,2026-06-22
PED0002634,540,PR0054,1,2026-08-15
PED0002635,366,PR0031,3,2026-07-21
PED0002636,548,PR0057,6,2026-08-23
PED0002637,172,PR0023,2,2026-06-15
PED0002638,42,PR0045,4,2026-09-12
PED0002639,624,PR0029,3,2026-07-20
PED0002640,426,PR0071,3,2026-06-27
PED0002641,383,PR0081,5,2026-07-09
PED0002642,40,PR0110,4,2026-08-28
PED0002643,419,PR0009,5,2026-08-14
PED0002644,154,PR0040,4,2026-06-19
PED0002645,418,PR0032,6,2026-09-12
PED0002646,784,PR0070,3,2026-06-14
PED0002647,248,PR0064,5,2026-06-29
PED0002648,986,PR0106,4,2026-08-16
PED0002649,502,PR0111,5,2026-07-26
PED0002650,689,PR0093,6,2026-07-17
PED0002651,809,PR0024,2,2026-09-06
PED0002652,5,PR0005,-1,2026-08-23
PED0002653,841,PR0108,2,2026-09-10
PED0002654,214,PR0114,3,2026-06-30
PED0002655,480,PR0031,3,2026-08-29
PED0002656,948,PR0006,1,2026-06-23
PED0002657,996,PR0082,6,2026-08-24
PED0002658,989,PR0071,6,2026-07-28
PED0002659,248,PR0107,4,2026-08-02
PED0002660,711,PR0070,2,2026-06-13
PED0002661,42,PR0092,5,2026-09-01
PED0002662,625,PR0095,2,2026-06-30
PED0002663,546,PR0002,2,2026-08-02
PED0002664,500,PR0018,6,2026-06-18
PED0002665,811,PR0094,6,2026-09-06
PED0002666,700,PR0022,4,2026-07-04
PED0002667,227,PR0025,2,2026-08-20
PED0002668,180,PR0091,1,2026-08-20
PED0002669,725,PR0025,-1,2026-07-28
PED0002670,740,PR0018,2,2026-06-13
PED0002671,522,PR0002,5,2026-06-30
PED0002672,300,PR0057,3,2026-08-04
PED0002673,401,PR0077,3,2026-07-27
PED0002674,479,PR0088,6,2026-08-01
PED0002675,2,PR0109,4,2026-06-27
PED0002676,278,PR0079,3,2026-07-27
PED0002677,641,PR0091,3,2026-06-09
PED0002678,195,PR0026,2,2026-07-21
PED0002679,33,PR0041,4,2026-06-10
PED0002680,500,PR0037,4,2026-08-09
PED0002681,632,PR0008,1,2026-07-30
PED0002682,805,PR0117,3,2026-08-29
PED0002683,820,PR0029,4,2026-07-19
PED0002684,686,PR0054,1,2026-06-18
PED0002685,895,PR0043,6,2026-06-25
PED0002686,153,PR0006,6,2026-08-25
PED0002687,256,PR0109,4,2026-09-09
PED0002688,514,PR0027,1,2026-06-07
PED0002689,570,PR0013,4,2026-08-11
PED0002690,434,PR0042,6,2026-07-21
PED0002691,485,PR0018,1,2026-06-28
PED0002692,583,PR0120,5,2026-07-24
PED0002693,173,PR0023,6,2026-09-07
PED0002694,887,PR0037,1,2026-06-21
PED0002695,571,PR0033,2,2026-08-27
PED0002696,998,PR0004,5,2026-06-10
PED0002697,641,PR0002,6,2026-08-15
PED0002698,405,PR0062,5,2026-06-08
PED0002699,760,PR0028,4,2026-06-07
PED0002700,300,PR0011,4,2026-06-04
PED0002701,350,PR0035,4,2026-08-24
PED0002702,185,PR0033,4,2026-07-31
PED0002703,984,PR0051,5,2026-08-12
PED0002704,730,PR0120,1,2026-06-17
PED0002705,161,PR0037,2,2026-09-05
PED0002706,906,PR0085,1,2026-08-24
PED0002707,263,PR0093,5,2026-07-22
PED0002708,418,PR0007,5,2026-09-03
PED0002709,693,PR0061,1,2026-06-16
PED0002710,96,PR0054,1,2026-07-01
PED0002711,66,PR0061,2,2026-06-06
PED0002712,750,PR0021,2,2026-06-18
PED0002713,956,PR0056,4,2026-08-28
PED0002714,165,PR0015,3,2026-07-14
PED0002715,937,PR0114,3,2026-08-07
PED0002716,180,PR0071,1,2026-09-01
PED0002717,479,PR0005,4,2026-08-20
PED0002718,781,PR0061,5,2026-07-12
PED0002719,216,PR0112,4,2026-07-07
PED0002720,779,PR0090,5,2026-06-12
PED0002721,908,PR0033,6,2026-08-27
PED0002722,648,PR0108,6,2026-09-12
PED0002723,792,PR0023,4,2026-07-23
PED0002724,956,PR0030,1,2026-07-23
PED0002725,882,PR0019,3,2026-08-29
PED0002726,229,PR0111,3,2026-07-06
PED0002727,778,PR0087,5,2026-07-13
PED0002728,108,PR0063,6,2026-09-02
PED0002729,271,PR0081,4,2026-07-10
PED0002730,817,PR0032,3,2026-09-06
PED0002731,754,PR0009,5,2026-06-17
PED0002732,322,PR0102,5,2026-07-23
PED0002733,7,PR0116,5,2026-07-22
PED0002734,956,PR0005,4,2026-07-03
PED0002735,314,PR0007,4,2026-09-10
PED0002736,173,PR0068,3,2026-07-21
PED0002737,583,PR0006,3,2026-09-01
PED0002738,847,PR0087,2,2026-06-24
PED0002739,778,PR0114,2,2026-07-07
PED0002740,300,PR0034,4,2026-07-21
PED0002741,254,PR0036,3,2026-07-30
PED0002742,553,PR0104,1,2026-06-25
PED0002743,396,PR0043,1,2026-07-03
PED0002744,908,PR0029,6,2026-08-05
PED0002745,562,PR0011,3,2026-06-30
PED0002746,824,PR0101,4,2026-08-19
PED0002747,694,PR0112,6,2026-07-21
PED0002748,809,PR0010,1,2026-09-10
PED0002749,231,PR0097,6,2026-06-25
PED0002750,415,PR0020,5,2026-08-28
PED0002751,91,PR0017,4,2026-07-22
PED0002752,762,PR0046,3,2026-06-10
PED0002753,668,PR0053,5,2026-08-14
PED0002754,419,PR0103,2,2026-06-23
PED0002755,261,PR0084,2,2026-06-15
PED0002756,334,PR0018,6,2026-07-26
PED0002757,502,PR0071,2,2026-08-22
PED0002758,35,PR0106,5,2026-06-28
PED0002759,190,PR0080,6,2026-08-05
PED0002760,990,PR0028,4,2026-06-02
PED0002761,17,PR_INEXISTENTE,2,2026-06-20
PED0002762,901,PR0055,-1,2026-08-19
PED0002763,942,PR0057,5,2026-06-02
PED0002764,858,PR0043,4,2026-07-08
PED0002765,443,PR0014,1,2026-07-24
PED0002766,555,PR0015,3,2026-06-07
PED0002767,182,PR0064,3,2026-09-11
PED0002768,357,PR0114,2,2026-07-24
PED0002769,5,PR0072,3,2026-07-06
PED0002770,6,PR0053,1,2026-09-11
PED0002771,887,PR0112,5,2026-07-29
PED0002772,948,PR0083,3,2026-08-11
PED0002773,514,PR0087,5,2026-06-10
PED0002774,457,PR0070,3,2026-06-17
PED0002775,122,PR_INEXISTENTE,5,2026-06-05
PED0002776,212,PR0061,5,2026-07-25
PED0002777,937,PR0075,1,2026-08-27
PED0002778,998,PR0074,3,2026-09-03
PED0002779,516,PR0091,5,2026-07-31
PED0002780,31,PR0108,4,2026-06-06
PED0002781,896,PR0036,-1,2026-08-05
PED0002782,938,PR0084,5,2026-08-06
PED0002783,262,PR0004,2,2026-08-02
PED0002784,985,PR0064,6,2026-08-15
PED0002785,526,PR0108,5,2026-07-29
PED0002786,844,PR0078,2,2026-08-13
PED0002787,35,PR0033,2,2026-07-22
PED0002788,222,PR0073,6,2026-06-16
PED0002789,697,PR0043,4,2026-06-09
PED0002790,479,PR0052,5,2026-09-04
PED0002791,708,PR0028,5,2026-07-17
PED0002792,725,PR0075,1,2026-07-04
PED0002793,500,PR0024,5,2026-07-01
PED0002794,6,PR0054,3,2026-06-06
PED0002795,96,PR0113,6,2026-09-08
PED0002796,369,PR0091,2,2026-06-09
PED0002797,366,PR0050,1,2026-06-23
PED0002798,960,PR0117,4,2026-07-19
PED0002799,807,PR0002,4,2026-07-08
PED0002800,287,PR_INEXISTENTE,4,2026-06-05
PED0002801,626,PR0043,2,2026-07-05
PED0002802,555,PR0099,3,2026-08-21
PED0002803,631,PR0114,6,2026-06-27
PED0002804,847,PR_INEXISTENTE,5,2026-08-30
PED0002805,730,PR0074,6,2026-07-08
PED0002806,465,PR0090,2,2026-06-02
PED0002807,64,PR0029,6,2026-06-12
PED0002808,488,PR0022,3,2026-08-25
PED0002809,317,PR0042,6,2026-07-13
PED0002810,936,PR0058,6,2026-09-12
PED0002811,502,PR0090,1,2026-08-22
PED0002812,597,PR0031,6,2026-06-04
PED0002813,265,PR0068,4,2026-07-03
PED0002814,754,PR0001,5,2026-08-16
PED0002815,960,PR0004,4,2026-06-07
PED0002816,949,PR0117,2,2026-09-13
PED0002817,858,PR0103,6,2026-06-18
PED0002818,324,PR0104,1,2026-08-23
PED0002819,989,PR0040,5,2026-08-28
PED0002820,570,PR0062,2,2026-07-24
PED0002821,952,PR0081,5,2026-08-24
PED0002822,93,PR0031,3,2026-09-01
PED0002823,180,PR0090,2,2026-08-17
PED0002824,668,PR0084,2,2026-08-14
PED0002825,502,PR0049,2,2026-07-11
PED0002826,309,PR0053,6,2026-07-01
PED0002827,526,PR0037,5,2026-08-31
PED0002828,465,PR0097,5,2026-06-24
PED0002829,668,PR0119,4,2026-07-14
PED0002830,485,PR0120,3,2026-07-24
PED0002831,177,PR0093,6,2026-07-12
PED0002832,508,PR0042,2,2026-07-10
PED0002833,40,PR0094,6,2026-08-02
PED0002834,557,PR0030,3,2026-07-05
PED0002835,860,PR0108,3,2026-09-12
PED0002836,583,PR0033,3,2026-06-19
PED0002837,725,PR0049,5,2026-07-11
PED0002838,689,PR0012,5,2026-08-28
PED0002839,382,PR0010,5,2026-07-20
PED0002840,979,PR0048,1,2026-08-14
PED0002841,825,PR0067,1,2026-08-07
PED0002842,451,PR0003,6,2026-07-05
PED0002843,366,PR0102,6,2026-08-18
PED0002844,464,PR0014,1,2026-06-25
PED0002845,849,PR0120,6,2026-08-18
PED0002846,236,PR0033,2,2026-06-14
PED0002847,901,PR_INEXISTENTE,6,2026-08-12
PED0002848,781,PR0020,6,2026-06-12
PED0002849,407,PR0099,4,2026-08-31
PED0002850,415,PR0088,2,2026-08-05
PED0002851,154,PR0010,5,2026-06-05
PED0002852,792,PR0013,1,2026-06-12
PED0002853,830,PR0074,3,2026-06-20
PED0002854,422,PR0104,4,2026-09-09
PED0002855,128,PR_INEXISTENTE,1,2026-08-01
PED0002856,979,PR0027,3,2026-06-30
PED0002857,267,PR0066,5,2026-06-30
PED0002858,965,PR0014,1,2026-06-03
PED0002859,618,PR0037,3,2026-06-22
PED0002860,265,PR0002,1,2026-08-29
PED0002861,687,PR0060,4,2026-08-02
PED0002862,41,PR0086,1,2026-07-09
PED0002863,253,PR0050,2,2026-06-03
PED0002864,253,PR0031,4,2026-07-07
PED0002865,440,PR0051,2,2026-07-11
PED0002866,58,PR0062,2,2026-06-13
PED0002867,477,PR0020,6,2026-08-03
PED0002868,856,PR0014,5,2026-08-09
PED0002869,214,PR0022,1,2026-09-13
PED0002870,485,PR0119,6,2026-07-08
PED0002871,60,PR0087,3,2026-06-29
PED0002872,827,PR0016,1,2026-08-26
PED0002873,898,PR0037,6,2026-07-07
PED0002874,177,PR0050,3,2026-08-06
PED0002875,74,PR0022,2,2026-08-17
PED0002876,664,PR0103,1,2026-09-01
PED0002877,261,PR0113,0,2026-07-04
PED0002878,960,PR0030,2,2026-08-05
PED0002879,153,PR0002,4,2026-06-14
PED0002880,202,PR0033,2,2026-08-21
PED0002881,794,PR0070,6,2026-06-05
PED0002882,794,PR0098,5,2026-08-13
PED0002883,463,PR0041,4,2026-06-22
PED0002884,30,PR0033,3,2026-07-19
PED0002885,862,PR0030,4,2026-06-09
PED0002886,506,PR0001,3,2026-08-12
PED0002887,776,PR0002,6,2026-07-21
PED0002888,294,PR0052,5,2026-08-09
PED0002889,464,PR0075,1,2026-07-07
PED0002890,632,PR0002,5,2026-06-01
PED0002891,882,PR0025,2,2026-08-01
PED0002892,180,PR0110,2,2026-08-13
PED0002893,387,PR0119,3,2026-08-09
PED0002894,784,PR0078,2,2026-06-28
